Experiment Accession	Experiment Aliases	File Accession	File Aliases	Submitted File Name	Date Created	Run Type	Read Length	Paired End	Bio Rep Num	Tech Rep Num	Replicate Aliases	Library Accession	Library Aliases
ENCSR958ZMM	['bradley-bernstein:Project Element 14']	ENCFF199ZBB	['bradley-bernstein:Rep_DNA_Lib 5629_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/056/29/bradley-bernstein_Rep_DNA_Lib_5629_25_pe_1.fastq.gz	2016-04-14T11:19:25.439325+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5629']	ENCLB064FOH	['bradley-bernstein:DNA_Lib 5629']
ENCSR958ZMM	['bradley-bernstein:Project Element 14']	ENCFF203ARW	['bradley-bernstein:Rep_DNA_Lib 5629_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/056/29/bradley-bernstein_Rep_DNA_Lib_5629_25_pe_2.fastq.gz	2016-04-14T11:23:37.297631+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5629']	ENCLB064FOH	['bradley-bernstein:DNA_Lib 5629']
ENCSR958ZMM	['bradley-bernstein:Project Element 14']	ENCFF246PLS	['bradley-bernstein:Rep_DNA_Lib 5629_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/056/29/bradley-bernstein_Rep_DNA_Lib_5629_76_se.fastq.gz	2016-04-14T11:25:10.694476+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5629']	ENCLB064FOH	['bradley-bernstein:DNA_Lib 5629']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF004HZH	['bradley-bernstein:Rep_DNA_Lib 4869_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/048/69/bradley-bernstein_Rep_DNA_Lib_4869.fastq.gz	2014-12-05T20:36:53.764376+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 4869']	ENCLB714OAR	['bradley-bernstein:DNA_Lib 4869']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF391ZQH	['bradley-bernstein:Rep_DNA_Lib 5620_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/056/20/bradley-bernstein_Rep_DNA_Lib_5620.1.fastq.gz	2014-12-06T05:13:59.948841+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5620']	ENCLB647GNH	['bradley-bernstein:DNA_Lib 5620']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF655BHW	['bradley-bernstein:Rep_DNA_Lib 5620_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/056/20/bradley-bernstein_Rep_DNA_Lib_5620.2.fastq.gz	2014-12-06T05:14:05.399105+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5620']	ENCLB647GNH	['bradley-bernstein:DNA_Lib 5620']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF854MUU	['bradley-bernstein:Rep_DNA_Lib 5620_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/056/20/bradley-bernstein_Rep_DNA_Lib_5620_76_se.fastq.gz	2016-04-14T13:03:25.647494+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5620']	ENCLB647GNH	['bradley-bernstein:DNA_Lib 5620']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF467OPG	['bradley-bernstein:Rep_DNA_Lib 5620_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/056/20/bradley-bernstein_Rep_DNA_Lib_5620_25_pe_2.fastq.gz	2016-04-14T13:01:20.144210+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5620']	ENCLB647GNH	['bradley-bernstein:DNA_Lib 5620']
ENCSR958AYM	['bradley-bernstein:Project Element 391']	ENCFF400BTA	['bradley-bernstein:Rep_DNA_Lib 5620_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/056/20/bradley-bernstein_Rep_DNA_Lib_5620_25_pe_1.fastq.gz	2016-04-14T12:59:21.653977+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5620']	ENCLB647GNH	['bradley-bernstein:DNA_Lib 5620']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF859GVE	['bradley-bernstein:Rep_DNA_Lib 5874_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/74/bradley-bernstein_Rep_DNA_Lib_5874.1.fastq.gz	2014-10-27T04:57:20.569845+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5874']	ENCLB153GKD	['bradley-bernstein:DNA_Lib 5874']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF974VFA	['bradley-bernstein:Rep_DNA_Lib 5874_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/74/bradley-bernstein_Rep_DNA_Lib_5874.2.fastq.gz	2014-10-27T04:56:49.511684+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5874']	ENCLB153GKD	['bradley-bernstein:DNA_Lib 5874']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF640WOZ	['bradley-bernstein:Rep_DNA_Lib 5870_PE_1_replacement']	/seq/epiprod/ENCODE/Submissions/Libraries/058/70/bradley-bernstein_Rep_DNA_Lib_5870.1.fastq.gz	2016-02-24T03:36:51.566942+00:00	paired-ended	36	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5870']	ENCLB530XIU	['bradley-bernstein:DNA_Lib 5870']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF562PQK	['bradley-bernstein:Rep_DNA_Lib 5870_PE_2_replacement']	/seq/epiprod/ENCODE/Submissions/Libraries/058/70/bradley-bernstein_Rep_DNA_Lib_5870.2.fastq.gz	2016-02-24T03:38:05.537454+00:00	paired-ended	36	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5870']	ENCLB530XIU	['bradley-bernstein:DNA_Lib 5870']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF072LML	['bradley-bernstein:Rep_DNA_Lib 5874_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/74/bradley-bernstein_Rep_DNA_Lib_5874_25_pe_2.fastq.gz	2016-04-14T11:53:04.597227+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5874']	ENCLB153GKD	['bradley-bernstein:DNA_Lib 5874']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF609GEZ	['bradley-bernstein:Rep_DNA_Lib 5874_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/74/bradley-bernstein_Rep_DNA_Lib_5874_25_pe_1.fastq.gz	2016-04-14T11:51:06.222638+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5874']	ENCLB153GKD	['bradley-bernstein:DNA_Lib 5874']
ENCSR795HTY	['bradley-bernstein:Project Element 1456']	ENCFF813BSK	['bradley-bernstein:Rep_DNA_Lib 5874_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/74/bradley-bernstein_Rep_DNA_Lib_5874_76_se.fastq.gz	2016-04-14T11:54:49.572762+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5874']	ENCLB153GKD	['bradley-bernstein:DNA_Lib 5874']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF408VKV	['bradley-bernstein:Rep_DNA_Lib 5871_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/71/bradley-bernstein_Rep_DNA_Lib_5871.1.fastq.gz	2014-10-27T05:16:18.503779+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5871']	ENCLB375RAS	['bradley-bernstein:DNA_Lib 5871']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF500SWV	['bradley-bernstein:Rep_DNA_Lib 5871_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/71/bradley-bernstein_Rep_DNA_Lib_5871.2.fastq.gz	2014-10-27T05:15:33.369538+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5871']	ENCLB375RAS	['bradley-bernstein:DNA_Lib 5871']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF323BKN	['bradley-bernstein:Rep_DNA_Lib 5875_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/75/bradley-bernstein_Rep_DNA_Lib_5875.2.fastq.gz	2014-10-27T05:56:09.548937+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5875']	ENCLB400GLL	['bradley-bernstein:DNA_Lib 5875']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF649TLG	['bradley-bernstein:Rep_DNA_Lib 5875_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/75/bradley-bernstein_Rep_DNA_Lib_5875.1.fastq.gz	2014-10-27T05:57:01.514943+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5875']	ENCLB400GLL	['bradley-bernstein:DNA_Lib 5875']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF090JSL	['bradley-bernstein:Rep_DNA_Lib 5875_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/75/bradley-bernstein_Rep_DNA_Lib_5875_76_se.fastq.gz	2016-04-14T02:48:02.595518+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5875']	ENCLB400GLL	['bradley-bernstein:DNA_Lib 5875']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF228EMV	['bradley-bernstein:Rep_DNA_Lib 5871_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/71/bradley-bernstein_Rep_DNA_Lib_5871_25_pe_1.fastq.gz	2016-04-14T03:41:04.254344+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5871']	ENCLB375RAS	['bradley-bernstein:DNA_Lib 5871']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF678JGF	['bradley-bernstein:Rep_DNA_Lib 5871_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/71/bradley-bernstein_Rep_DNA_Lib_5871_76_se.fastq.gz	2016-04-14T03:47:06.780408+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 5871']	ENCLB375RAS	['bradley-bernstein:DNA_Lib 5871']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF887WBN	['bradley-bernstein:Rep_DNA_Lib 5875_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/75/bradley-bernstein_Rep_DNA_Lib_5875_25_pe_2.fastq.gz	2016-04-14T02:47:01.179014+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5875']	ENCLB400GLL	['bradley-bernstein:DNA_Lib 5875']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF564EJP	['bradley-bernstein:Rep_DNA_Lib 5871_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/71/bradley-bernstein_Rep_DNA_Lib_5871_25_pe_2.fastq.gz	2016-04-14T03:44:00.502250+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5871']	ENCLB375RAS	['bradley-bernstein:DNA_Lib 5871']
ENCSR397TUH	['bradley-bernstein:Project Element 1452']	ENCFF728ZFT	['bradley-bernstein:Rep_DNA_Lib 5875_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/75/bradley-bernstein_Rep_DNA_Lib_5875_25_pe_1.fastq.gz	2016-04-14T02:46:01.044624+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5875']	ENCLB400GLL	['bradley-bernstein:DNA_Lib 5875']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF619XSH	['bradley-bernstein:Rep_DNA_Lib 5861_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/61/bradley-bernstein_Rep_DNA_Lib_5861.2.fastq.gz	2014-10-27T04:34:10.111323+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5861']	ENCLB919DQK	['bradley-bernstein:DNA_Lib 5861']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF756MGK	['bradley-bernstein:Rep_DNA_Lib 5861_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/61/bradley-bernstein_Rep_DNA_Lib_5861.1.fastq.gz	2014-10-27T04:34:53.007172+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5861']	ENCLB919DQK	['bradley-bernstein:DNA_Lib 5861']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF093FNY	['bradley-bernstein:Rep_DNA_Lib 5867_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/67/bradley-bernstein_Rep_DNA_Lib_5867.1.fastq.gz	2014-10-27T04:36:57.507023+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5867']	ENCLB522ZLN	['bradley-bernstein:DNA_Lib 5867']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF807SBG	['bradley-bernstein:Rep_DNA_Lib 5867_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/67/bradley-bernstein_Rep_DNA_Lib_5867.2.fastq.gz	2014-10-27T04:36:18.530445+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5867']	ENCLB522ZLN	['bradley-bernstein:DNA_Lib 5867']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF321DVZ	['bradley-bernstein:Rep_DNA_Lib 5861_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/61/bradley-bernstein_Rep_DNA_Lib_5861_25_pe_1.fastq.gz	2016-04-13T23:44:54.713876+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5861']	ENCLB919DQK	['bradley-bernstein:DNA_Lib 5861']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF353FOF	['bradley-bernstein:Rep_DNA_Lib 5861_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/61/bradley-bernstein_Rep_DNA_Lib_5861_25_pe_2.fastq.gz	2016-04-13T23:48:26.039094+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5861']	ENCLB919DQK	['bradley-bernstein:DNA_Lib 5861']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF447BFL	['bradley-bernstein:Rep_DNA_Lib 5861_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/61/bradley-bernstein_Rep_DNA_Lib_5861_76_se.fastq.gz	2016-04-13T23:50:40.374720+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5861']	ENCLB919DQK	['bradley-bernstein:DNA_Lib 5861']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF742OQY	['bradley-bernstein:Rep_DNA_Lib 5867_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/67/bradley-bernstein_Rep_DNA_Lib_5867_25_pe_1.fastq.gz	2016-04-14T02:25:44.375675+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5867']	ENCLB522ZLN	['bradley-bernstein:DNA_Lib 5867']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF859MTK	['bradley-bernstein:Rep_DNA_Lib 5867_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/67/bradley-bernstein_Rep_DNA_Lib_5867_25_pe_2.fastq.gz	2016-04-14T02:28:22.152405+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5867']	ENCLB522ZLN	['bradley-bernstein:DNA_Lib 5867']
ENCSR007YOT	['bradley-bernstein:Project Element 1446']	ENCFF863CCQ	['bradley-bernstein:Rep_DNA_Lib 5867_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/67/bradley-bernstein_Rep_DNA_Lib_5867_76_se.fastq.gz	2016-04-14T02:31:04.675487+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 5867']	ENCLB522ZLN	['bradley-bernstein:DNA_Lib 5867']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF607BRP	['bradley-bernstein:Rep_DNA_Lib 5856_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/56/bradley-bernstein_Rep_DNA_Lib_5856.2.fastq.gz	2014-10-27T04:33:01.040574+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5856']	ENCLB503MGA	['bradley-bernstein:DNA_Lib 5856']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF353UTG	['bradley-bernstein:Rep_DNA_Lib 5856_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/56/bradley-bernstein_Rep_DNA_Lib_5856.1.fastq.gz	2014-10-27T04:33:35.418835+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5856']	ENCLB503MGA	['bradley-bernstein:DNA_Lib 5856']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF636HEX	['bradley-bernstein:Rep_DNA_Lib 5862_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/62/bradley-bernstein_Rep_DNA_Lib_5862.1.fastq.gz	2014-10-27T15:07:07.337563+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5862']	ENCLB078QTQ	['bradley-bernstein:DNA_Lib 5862']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF850QEJ	['bradley-bernstein:Rep_DNA_Lib 5862_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/62/bradley-bernstein_Rep_DNA_Lib_5862.2.fastq.gz	2014-10-27T15:08:05.243867+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5862']	ENCLB078QTQ	['bradley-bernstein:DNA_Lib 5862']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF469WIG	['bradley-bernstein:Rep_DNA_Lib 5856_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/56/bradley-bernstein_Rep_DNA_Lib_5856_25_pe_2.fastq.gz	2016-04-14T02:41:24.864645+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5856']	ENCLB503MGA	['bradley-bernstein:DNA_Lib 5856']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF182AFY	['bradley-bernstein:Rep_DNA_Lib 5856_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/56/bradley-bernstein_Rep_DNA_Lib_5856_76_se.fastq.gz	2016-04-14T02:43:35.331417+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 5856']	ENCLB503MGA	['bradley-bernstein:DNA_Lib 5856']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF335CQJ	['bradley-bernstein:Rep_DNA_Lib 5862_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/62/bradley-bernstein_Rep_DNA_Lib_5862_76_se.fastq.gz	2016-04-14T04:05:31.783140+00:00	single-ended	76		2	1	['bradley-bernstein:Rep_DNA_Lib 5862']	ENCLB078QTQ	['bradley-bernstein:DNA_Lib 5862']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF839OSO	['bradley-bernstein:Rep_DNA_Lib 5856_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/56/bradley-bernstein_Rep_DNA_Lib_5856_25_pe_1.fastq.gz	2016-04-14T02:39:31.169942+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5856']	ENCLB503MGA	['bradley-bernstein:DNA_Lib 5856']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF121ECF	['bradley-bernstein:Rep_DNA_Lib 5862_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/62/bradley-bernstein_Rep_DNA_Lib_5862_25_pe_2.fastq.gz	2016-04-14T04:03:57.509418+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5862']	ENCLB078QTQ	['bradley-bernstein:DNA_Lib 5862']
ENCSR906NGD	['bradley-bernstein:Project Element 1441']	ENCFF990QZK	['bradley-bernstein:Rep_DNA_Lib 5862_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/62/bradley-bernstein_Rep_DNA_Lib_5862_25_pe_1.fastq.gz	2016-04-14T04:02:25.186440+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5862']	ENCLB078QTQ	['bradley-bernstein:DNA_Lib 5862']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF206VSB	['bradley-bernstein:Rep_DNA_Lib 5858_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/58/bradley-bernstein_Rep_DNA_Lib_5858.1.fastq.gz	2014-10-27T05:03:01.882740+00:00	paired-ended	25	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5858']	ENCLB528CWH	['bradley-bernstein:DNA_Lib 5858']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF983QXE	['bradley-bernstein:Rep_DNA_Lib 5858_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/58/bradley-bernstein_Rep_DNA_Lib_5858.2.fastq.gz	2014-10-27T05:02:13.879649+00:00	paired-ended	25	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5858']	ENCLB528CWH	['bradley-bernstein:DNA_Lib 5858']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF224QRP	['bradley-bernstein:Rep_DNA_Lib 5864_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/64/bradley-bernstein_Rep_DNA_Lib_5864.1.fastq.gz	2014-10-27T15:04:38.524853+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5864']	ENCLB779ELE	['bradley-bernstein:DNA_Lib 5864']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF622STP	['bradley-bernstein:Rep_DNA_Lib 5864_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/64/bradley-bernstein_Rep_DNA_Lib_5864.2.fastq.gz	2014-10-27T15:05:27.433099+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5864']	ENCLB779ELE	['bradley-bernstein:DNA_Lib 5864']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF226VXT	['bradley-bernstein:Rep_DNA_Lib 5864_25_pe_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/64/bradley-bernstein_Rep_DNA_Lib_5864_25_pe_1.fastq.gz	2016-04-14T13:37:41.952549+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5864']	ENCLB779ELE	['bradley-bernstein:DNA_Lib 5864']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF399DNX	['bradley-bernstein:Rep_DNA_Lib 5864_25_pe_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/64/bradley-bernstein_Rep_DNA_Lib_5864_25_pe_2.fastq.gz	2016-04-14T13:43:03.114862+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5864']	ENCLB779ELE	['bradley-bernstein:DNA_Lib 5864']
ENCSR479HKJ	['bradley-bernstein:Project Element 1443']	ENCFF499TDD	['bradley-bernstein:Rep_DNA_Lib 5864_76_se']	/seq/epiprod/ENCODE/Submissions/Libraries/058/64/bradley-bernstein_Rep_DNA_Lib_5864_76_se.fastq.gz	2016-04-14T13:47:31.642370+00:00	single-ended	76		1	1	['bradley-bernstein:Rep_DNA_Lib 5864']	ENCLB779ELE	['bradley-bernstein:DNA_Lib 5864']
ENCSR377QMP	['bradley-bernstein:Project Element 1455']	ENCFF564HYG	['bradley-bernstein:Rep_DNA_Lib 6319_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/063/19/bradley-bernstein_Rep_DNA_Lib_6319.1.fastq.gz	2015-12-10T18:14:16.007714+00:00	paired-ended	76	1	1	1	['bradley-bernstein:Rep_DNA_Lib 6319']	ENCLB880YIQ	['bradley-bernstein:DNA_Lib 6319']
ENCSR377QMP	['bradley-bernstein:Project Element 1455']	ENCFF014YDJ	['bradley-bernstein:Rep_DNA_Lib 6314_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/063/14/bradley-bernstein_Rep_DNA_Lib_6314.1.fastq.gz	2015-12-10T18:34:03.159153+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6314']	ENCLB652ZOL	['bradley-bernstein:DNA_Lib 6314']
ENCSR377QMP	['bradley-bernstein:Project Element 1455']	ENCFF461VMS	['bradley-bernstein:Rep_DNA_Lib 6319_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/063/19/bradley-bernstein_Rep_DNA_Lib_6319.2.fastq.gz	2015-12-11T15:02:56.632517+00:00	paired-ended	76	2	1	1	['bradley-bernstein:Rep_DNA_Lib 6319']	ENCLB880YIQ	['bradley-bernstein:DNA_Lib 6319']
ENCSR377QMP	['bradley-bernstein:Project Element 1455']	ENCFF910WRL	['bradley-bernstein:Rep_DNA_Lib 6314_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/063/14/bradley-bernstein_Rep_DNA_Lib_6314.2.fastq.gz	2015-12-11T17:04:41.706419+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6314']	ENCLB652ZOL	['bradley-bernstein:DNA_Lib 6314']
ENCSR914AWT	['bradley-bernstein:Project Element 1444']	ENCFF900KAK	['bradley-bernstein:Rep_DNA_Lib 5868_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/058/68/bradley-bernstein_Rep_DNA_Lib_5868.1.fastq.gz	2014-10-27T15:20:29.564029+00:00	paired-ended	25	1	1	1	['bradley-bernstein:Rep_DNA_Lib 5868']	ENCLB974HCB	['bradley-bernstein:DNA_Lib 5868']
ENCSR914AWT	['bradley-bernstein:Project Element 1444']	ENCFF327DOD	['bradley-bernstein:Rep_DNA_Lib 5868_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/058/68/bradley-bernstein_Rep_DNA_Lib_5868.2.fastq.gz	2014-10-27T15:21:11.217816+00:00	paired-ended	25	2	1	1	['bradley-bernstein:Rep_DNA_Lib 5868']	ENCLB974HCB	['bradley-bernstein:DNA_Lib 5868']
ENCSR914AWT	['bradley-bernstein:Project Element 1444']	ENCFF806OUD	['bradley-bernstein:Rep_DNA_Lib 5869_PE_1_replacement']	/seq/epiprod/ENCODE/Submissions/Libraries/058/69/bradley-bernstein_Rep_DNA_Lib_5869.1.fastq.gz	2016-02-24T03:44:10.208276+00:00	paired-ended	30	1	2	1	['bradley-bernstein:Rep_DNA_Lib 5869']	ENCLB839TOH	['bradley-bernstein:DNA_Lib 5869']
ENCSR914AWT	['bradley-bernstein:Project Element 1444']	ENCFF511BJE	['bradley-bernstein:Rep_DNA_Lib 5869_PE_2_replacement']	/seq/epiprod/ENCODE/Submissions/Libraries/058/69/bradley-bernstein_Rep_DNA_Lib_5869.2.fastq.gz	2016-02-24T03:46:38.842014+00:00	paired-ended	30	2	2	1	['bradley-bernstein:Rep_DNA_Lib 5869']	ENCLB839TOH	['bradley-bernstein:DNA_Lib 5869']
