File Accession	Annotation	Cell Line	Target	Experiment Accession	Experiment Aliases	Biosample Accession	Biosample Aliases	Library Accession	Library Aliases	Lab	Submitted Name
ENCFF844FSC	V19	K562	/targets/IGF2BP2-human/	ENCSR952RRH	['brenton-graveley:IGF2BP2-LV11']	ENCBS846HWI	['brenton-graveley:IGF2BP2-LV11-22', 'brenton-graveley:BGKLV11-22']	ENCLB602UYI	['brenton-graveley:L-IGF2BP2-LV11-22']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR952RRH/rep2_1/ENCSR952RRH_rep2_1_star_anno.bam
ENCFF322RFN		K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS107DSY	['brenton-graveley:BGKLV08-17', 'brenton-graveley:DDX6-LV08-17']	ENCLB619RKQ	['brenton-graveley:L-DDX6-LV08-17']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/DDX6-LV08-17/merged.bam
ENCFF235FSQ		K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS014ZBK	['brenton-graveley:BGKLV08-18', 'brenton-graveley:DDX6-LV08-18']	ENCLB079YXP	['brenton-graveley:L-DDX6-LV08-18']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/DDX6-LV08-18/merged.bam
ENCFF548SMU	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS107DSY	['brenton-graveley:BGKLV08-17', 'brenton-graveley:DDX6-LV08-17']	ENCLB619RKQ	['brenton-graveley:L-DDX6-LV08-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep1_1/ENCSR119QWQ_rep1_1_tophat.bam
ENCFF820GUU	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS014ZBK	['brenton-graveley:BGKLV08-18', 'brenton-graveley:DDX6-LV08-18']	ENCLB079YXP	['brenton-graveley:L-DDX6-LV08-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep2_1/ENCSR119QWQ_rep2_1_tophat.bam
ENCFF514XUK	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS107DSY	['brenton-graveley:BGKLV08-17', 'brenton-graveley:DDX6-LV08-17']	ENCLB619RKQ	['brenton-graveley:L-DDX6-LV08-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep1_1/ENCSR119QWQ_rep1_1_star_genome.bam
ENCFF442IWO	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS107DSY	['brenton-graveley:BGKLV08-17', 'brenton-graveley:DDX6-LV08-17']	ENCLB619RKQ	['brenton-graveley:L-DDX6-LV08-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep1_1/ENCSR119QWQ_rep1_1_star_anno.bam
ENCFF997AWJ	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS014ZBK	['brenton-graveley:BGKLV08-18', 'brenton-graveley:DDX6-LV08-18']	ENCLB079YXP	['brenton-graveley:L-DDX6-LV08-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep2_1/ENCSR119QWQ_rep2_1_star_genome.bam
ENCFF957GEU	V19	K562	/targets/DDX6-human/	ENCSR119QWQ	['brenton-graveley:DDX6-LV08']	ENCBS014ZBK	['brenton-graveley:BGKLV08-18', 'brenton-graveley:DDX6-LV08-18']	ENCLB079YXP	['brenton-graveley:L-DDX6-LV08-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR119QWQ/rep2_1/ENCSR119QWQ_rep2_1_star_anno.bam
ENCFF052BCE		K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set11/tophat/novel_juncs/PCBP1-LV11-29/merged.bam
ENCFF946HJE		K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set11/tophat/novel_juncs/PCBP1-LV11-30/merged.bam
ENCFF447LKF	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_tophat.bam
ENCFF720IDC	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_tophat.bam
ENCFF644HYW	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_star_genome.bam
ENCFF037QYR	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_star_anno.bam
ENCFF227XAW	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_star_genome.bam
ENCFF658QAJ	V19	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_star_anno.bam
ENCFF723ZJI	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_tophat.bam
ENCFF884BUZ	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_tophat.bam
ENCFF704OXD	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_star_anno.bam
ENCFF425BAT	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS413UCH	['brenton-graveley:PCBP1-LV11-29', 'brenton-graveley:BGKLV11-29']	ENCLB171LPD	['brenton-graveley:L-PCBP1-LV11-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep1_1/ENCSR545AIK_rep1_1_star_genome.bam
ENCFF560KLF	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_star_genome.bam
ENCFF864JKA	V24	K562	/targets/PCBP1-human/	ENCSR545AIK	['brenton-graveley:PCBP1-LV11']	ENCBS561DIS	['brenton-graveley:BGKLV11-30', 'brenton-graveley:PCBP1-LV11-30']	ENCLB759JWZ	['brenton-graveley:L-PCBP1-LV11-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR545AIK/rep2_1/ENCSR545AIK_rep2_1_star_anno.bam
ENCFF802WSV		HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set20/tophat/novel_juncs/HNRNPF-BGHLV20-35_17724/merged.bam
ENCFF168JPW		HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set20/tophat/novel_juncs/HNRNPF-BGHLV20-36_17725/merged.bam
ENCFF438XHW	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_star_genome.bam
ENCFF710PWJ	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_star_anno.bam
ENCFF593FFJ	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_star_genome.bam
ENCFF512GVS	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_star_anno.bam
ENCFF977OTD	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_tophat.bam
ENCFF024GTH	V19	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_tophat.bam
ENCFF746EIY	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_tophat.bam
ENCFF242GCK	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_tophat.bam
ENCFF879XDE	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_star_anno.bam
ENCFF957TLS	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS399GAF	['brenton-graveley:HNRNPF-BGHLV20-35_17724']	ENCLB524NQG	['brenton-graveley:L-HNRNPF-BGHLV20-35_17724']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep1_1/ENCSR693MZJ_rep1_1_star_genome.bam
ENCFF370DLR	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_star_genome.bam
ENCFF424JWC	V24	HepG2	/targets/HNRNPF-human/	ENCSR693MZJ	['brenton-graveley:HNRNPF-BGHLV20']	ENCBS783YSP	['brenton-graveley:HNRNPF-BGHLV20-36_17725']	ENCLB426VJX	['brenton-graveley:L-HNRNPF-BGHLV20-36_17725']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR693MZJ/rep2_1/ENCSR693MZJ_rep2_1_star_anno.bam
ENCFF330IVL		K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set24/tophat/novel_juncs/DDX1_BGKLV24_14_17605/merged.bam
ENCFF083FIL		K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set24/tophat/novel_juncs/DDX1_BGKLV24_13_17604/merged.bam
ENCFF017QVW	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_star_genome.bam
ENCFF862KJJ	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_star_anno.bam
ENCFF539QKE	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_star_genome.bam
ENCFF193SWU	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_star_anno.bam
ENCFF783EBM	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_tophat.bam
ENCFF119LVD	V19	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_tophat.bam
ENCFF003MPA	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_tophat.bam
ENCFF382ZLG	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_tophat.bam
ENCFF384PMZ	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_star_genome.bam
ENCFF737ULL	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS962ZXU	['brenton-graveley:DDX1_BGKLV24_13_17604']	ENCLB873DAI	['brenton-graveley:L-DDX1_BGKLV24_13_17604']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep1_1/ENCSR208GPE_rep1_1_star_anno.bam
ENCFF642PWD	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_star_genome.bam
ENCFF566LDL	V24	K562	/targets/DDX1-human/	ENCSR208GPE	['brenton-graveley:DDX1_BGKLV24']	ENCBS442NXE	['brenton-graveley:DDX1_BGKLV24_14_17605']	ENCLB318AXI	['brenton-graveley:L-DDX1_BGKLV24_14_17605']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR208GPE/rep2_1/ENCSR208GPE_rep2_1_star_anno.bam
ENCFF415JGN		HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS699OCX	['brenton-graveley:ILF3-BGHLV22-29']	ENCLB325AHL	['brenton-graveley:L-ILF3-BGHLV22-29']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set22/tophat/novel_juncs/ILF3-BGHLV22-29/merged.bam
ENCFF603VPF		HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS879MRD	['brenton-graveley:ILF3-BGHLV22-30']	ENCLB437TEQ	['brenton-graveley:L-ILF3-BGHLV22-30']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set22/tophat/novel_juncs/ILF3-BGHLV22-30/merged.bam
ENCFF485RWH	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS699OCX	['brenton-graveley:ILF3-BGHLV22-29']	ENCLB325AHL	['brenton-graveley:L-ILF3-BGHLV22-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR942MBU/rep1_1/ENCSR942MBU_rep1_1_star_genome.bam
ENCFF693XAO	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS699OCX	['brenton-graveley:ILF3-BGHLV22-29']	ENCLB325AHL	['brenton-graveley:L-ILF3-BGHLV22-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR942MBU/rep1_1/ENCSR942MBU_rep1_1_star_anno.bam
ENCFF073SBH	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS879MRD	['brenton-graveley:ILF3-BGHLV22-30']	ENCLB437TEQ	['brenton-graveley:L-ILF3-BGHLV22-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR942MBU/rep2_1/ENCSR942MBU_rep2_1_star_genome.bam
ENCFF431FPG	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS879MRD	['brenton-graveley:ILF3-BGHLV22-30']	ENCLB437TEQ	['brenton-graveley:L-ILF3-BGHLV22-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR942MBU/rep2_1/ENCSR942MBU_rep2_1_star_anno.bam
ENCFF494XDJ	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS699OCX	['brenton-graveley:ILF3-BGHLV22-29']	ENCLB325AHL	['brenton-graveley:L-ILF3-BGHLV22-29']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR942MBU/rep1_1/ENCSR942MBU_rep1_1_tophat.bam
ENCFF130TRW	V19	HepG2	/targets/ILF3-human/	ENCSR942MBU	['brenton-graveley:ILF3-BGHLV22']	ENCBS879MRD	['brenton-graveley:ILF3-BGHLV22-30']	ENCLB437TEQ	['brenton-graveley:L-ILF3-BGHLV22-30']	/labs/encode-processing-pipeline/	/long-RNA-seq/posted/hg19/2015-08-26/ENCSR942MBU/rep2_1/ENCSR942MBU_rep2_1_tophat.bam
ENCFF507NQE		K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EEF2_BGKLV19_22B/merged.bam
ENCFF333ZWZ		K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set19/tophat/novel_juncs/EEF2_BGKLV19_21B/merged.bam
ENCFF066MXD	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_tophat.bam
ENCFF951AQX	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS715XGH	['brenton-graveley:EEF2_BGKLV19_22B']	ENCLB825VKF	['brenton-graveley:L-EEF2_BGKLV19_22B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep2_1/ENCSR181RLB_rep2_1_tophat.bam
ENCFF805TZL	V19	K562	/targets/EEF2-human/	ENCSR181RLB	['brenton-graveley:EEF2_BGKLV19']	ENCBS198UTW	['brenton-graveley:EEF2_BGKLV19_21B']	ENCLB499ERT	['brenton-graveley:L-EEF2_BGKLV19_21B']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR181RLB/rep1_1/ENCSR181RLB_rep1_1_star_genome.bam
